NOMBRE_IES,TIPO_IES,TIPO_FINANCIAMIENTO,NOMBRE_CARRERA,CAMPO_AMPLIO,NIVEL_FORMACIÓN,MODALIDAD,PROVINCIA,CANTÓN,ESTADO,CAMPO_AMPLIO_NORMALIZADO,ES_PREGRADO,CANTON_KEY,PROVINCIA_KEY
UNIVERSIDAD CENTRAL DEL ECUADOR,UNIVERSIDAD,PÚBLICA,PSICOLOGIA CLINICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,QUITO,PICHINCHA
UNIVERSIDAD CENTRAL DEL ECUADOR,UNIVERSIDAD,PÚBLICA,PSICOLOGIA INFANTIL Y PSICORREHABILITACION,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,QUITO,PICHINCHA
UNIVERSIDAD CENTRAL DEL ECUADOR,UNIVERSIDAD,PÚBLICA,PSICOLOGIA EDUCATIVA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,QUITO,PICHINCHA
UNIVERSIDAD CENTRAL DEL ECUADOR,UNIVERSIDAD,PÚBLICA,ODONTOLOGIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,Salud y Bienestar,True,QUITO,PICHINCHA
UNIVERSIDAD CENTRAL DEL ECUADOR,UNIVERSIDAD,PÚBLICA,PLURILINGUE,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,Educación,True,QUITO,PICHINCHA
UNIVERSIDAD CENTRAL DEL ECUADOR,UNIVERSIDAD,PÚBLICA,MEDICINA VETERINARIA Y ZOOTECNIA,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Agricultura, Silvicultura, Pesca y Veterinaria",True,QUITO,PICHINCHA
UNIVERSIDAD CENTRAL DEL ECUADOR,UNIVERSIDAD,PÚBLICA,LICENCIATURA EN GOBERNABILIDAD Y TERRITORIALIDAD EN ORGANISMOS SECCIONALES,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,QUITO,PICHINCHA
UNIVERSIDAD CENTRAL DEL ECUADOR,UNIVERSIDAD,PÚBLICA,LICENCIATURA EN ASISTENCIA EJECUTIVA DE GERENCIA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,QUITO,PICHINCHA
UNIVERSIDAD DE GUAYAQUIL,UNIVERSIDAD,PÚBLICA,PSICOLOGIA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,GUAYAQUIL,GUAYAS
UNIVERSIDAD DE GUAYAQUIL,UNIVERSIDAD,PÚBLICA,DIETETICA Y NUTRICION,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,VIGENTE,Salud y Bienestar,True,GUAYAQUIL,GUAYAS
UNIVERSIDAD DE GUAYAQUIL,UNIVERSIDAD,PÚBLICA,TERAPIA DE LENGUAJE,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,VIGENTE,Salud y Bienestar,True,GUAYAQUIL,GUAYAS
UNIVERSIDAD DE CUENCA,UNIVERSIDAD,PÚBLICA,ESTIMULACION TEMPRANA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,Salud y Bienestar,True,CUENCA,AZUAY
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ARTES PLASTICAS,HUMANIDADES Y ARTES,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Artes y Humanidades,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,INGENIERIA EN MANEJO Y CONSERVACION DEL MEDIO AMBIENTE,SERVICIOS,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Servicios,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,IDIOMA INGLES,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Educación,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,CULTURA FISICA Y DEPORTES,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Educación,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,BIBLIOTECOLOGIA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,FISICO MATEMATICAS,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Educación,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,PASTAZA,PUYO,VIGENTE,Salud y Bienestar,True,PUYO,PASTAZA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,TRABAJO SOCIAL,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Salud y Bienestar,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,INGENIERIA EN MANEJO Y CONSERVACION DEL AMBIENTE,SERVICIOS,TERCER NIVEL O PREGRADO,PRESENCIAL,SUCUMBÍOS,LAGO AGRIO,VIGENTE,Servicios,True,LAGO AGRIO,SUCUMBIOS
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,COMUNICACION SOCIAL,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,PSICORREHABILITACION Y EDUCACION ESPECIAL,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,PSICOLOGIA INFANTIL Y EDUCACION PARVULARIA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,QUIMICO BIOLOGICAS,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Educación,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,EDUCACION BASICA,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Educación,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,INFORMATICA EDUCATIVA,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Educación,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,INGENIERIA EN GEOLOGIA AMBIENTAL Y ORDENAMIENTO TERRITORIAL,"INGENIERIA, INDUSTRIA Y CONSTRUCCION",TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,"Ingeniería, Industria y Construcción",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,CULTURA FISICA Y DEPORTES,EDUCACION,TERCER NIVEL O PREGRADO,SEMIPRESENCIAL,NAPO,TENA,VIGENTE,Educación,True,TENA,NAPO
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,COMUNICACION SOCIAL,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ADMINISTRACION DE EMPRESAS,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ADMINISTRACION TURISTICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ADMINISTRACION TURISTICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,NAPO,TENA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,TENA,NAPO
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ADMINISTRACION TURISTICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,PASTAZA,PUYO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,PUYO,PASTAZA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ADMINISTRACION TURISTICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,SUCUMBÍOS,LAGO AGRIO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LAGO AGRIO,SUCUMBIOS
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ADMINISTRACION TURISTICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,ZAMORA CHINCHIPE,ZAMORA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,ZAMORA,ZAMORA CHINCHIPE
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ADMINISTRACION TURISTICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,EDUCACION MUSICAL,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Educación,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,CONTABILIDAD Y AUDITORIA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,LENGUA CASTELLANA Y LITERATURA,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,Educación,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,INGENIERIA EN PRODUCCION EDUCACION Y EXTENSION AGROPECUARIA,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,"Agricultura, Silvicultura, Pesca y Veterinaria",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,PSICOLOGIA EDUCATIVA Y ORIENTACION,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,INFORMATICA EDUCATIVA,EDUCACION,TERCER NIVEL O PREGRADO,DISTANCIA,LOJA,LOJA,VIGENTE,Educación,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,EDUCACION BASICA,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,PALTAS,VIGENTE,Educación,True,PALTAS,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,INGENIERIA EN MANEJO Y CONSERVACION DEL AMBIENTE,SERVICIOS,TERCER NIVEL O PREGRADO,PRESENCIAL,NAPO,TENA,VIGENTE,Servicios,True,TENA,NAPO
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,LICENCIATURA EN INSTRUMENTO PRINCIPAL,HUMANIDADES Y ARTES,TERCER NIVEL O PREGRADO,SEMIPRESENCIAL,LOJA,LOJA,VIGENTE,Artes y Humanidades,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,INGENIERIA EN MANEJO Y CONSERVACION DEL AMBIENTE,SERVICIOS,TERCER NIVEL O PREGRADO,PRESENCIAL,ZAMORA CHINCHIPE,ZAMORA,VIGENTE,Servicios,True,ZAMORA,ZAMORA CHINCHIPE
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,PSICORREHABILITACION Y EDUCACION ESPECIAL,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,TRABAJO SOCIAL,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,DISTANCIA,LOJA,LOJA,VIGENTE,Salud y Bienestar,True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,INGENIERIA EN MECANICA AUTOMOTRIZ,"INGENIERIA, INDUSTRIA Y CONSTRUCCION",TERCER NIVEL O PREGRADO,PRESENCIAL,LOJA,LOJA,VIGENTE,"Ingeniería, Industria y Construcción",True,LOJA,LOJA
UNIVERSIDAD NACIONAL DE LOJA,UNIVERSIDAD,PÚBLICA,ADMINISTRACION Y PRODUCCION AGROPECUARIA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,DISTANCIA,LOJA,LOJA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LOJA,LOJA
UNIVERSIDAD TECNICA DE AMBATO,UNIVERSIDAD,PÚBLICA,DISEÑO DE MODAS,HUMANIDADES Y ARTES,TERCER NIVEL O PREGRADO,PRESENCIAL,TUNGURAHUA,AMBATO,VIGENTE,Artes y Humanidades,True,AMBATO,TUNGURAHUA
UNIVERSIDAD TECNICA DE AMBATO,UNIVERSIDAD,PÚBLICA,PSICOLOGIA CLINICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,TUNGURAHUA,AMBATO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,AMBATO,TUNGURAHUA
UNIVERSIDAD TECNICA DE AMBATO,UNIVERSIDAD,PÚBLICA,ESTIMULACION TEMPRANA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,TUNGURAHUA,AMBATO,VIGENTE,Salud y Bienestar,True,AMBATO,TUNGURAHUA
UNIVERSIDAD TECNICA DE AMBATO,UNIVERSIDAD,PÚBLICA,DISEÑO DE ESPACIOS ARQUITECTONICOS,HUMANIDADES Y ARTES,TERCER NIVEL O PREGRADO,PRESENCIAL,TUNGURAHUA,AMBATO,VIGENTE,Artes y Humanidades,True,AMBATO,TUNGURAHUA
UNIVERSIDAD TECNICA DE AMBATO,UNIVERSIDAD,PÚBLICA,TURISMO Y HOTELERIA,SERVICIOS,TERCER NIVEL O PREGRADO,PRESENCIAL,TUNGURAHUA,AMBATO,VIGENTE,Servicios,True,AMBATO,TUNGURAHUA
UNIVERSIDAD TECNICA DEL NORTE,UNIVERSIDAD,PÚBLICA,ADMINISTRACION DE EMPRESAS,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,IMBABURA,IBARRA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,IBARRA,IMBABURA
UNIVERSIDAD ESTATAL DE BOLIVAR,UNIVERSIDAD,PÚBLICA,CIENCIAS DE LA EDUCACION MENCION INGLES,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,BOLÍVAR,GUARANDA,VIGENTE,Educación,True,GUARANDA,BOLIVAR
UNIVERSIDAD NACIONAL DE CHIMBORAZO,UNIVERSIDAD,PÚBLICA,INGENIERIA AMBIENTAL,SERVICIOS,TERCER NIVEL O PREGRADO,PRESENCIAL,CHIMBORAZO,RIOBAMBA,VIGENTE,Servicios,True,RIOBAMBA,CHIMBORAZO
UNIVERSIDAD ESTATAL DEL SUR DE MANABI,UNIVERSIDAD,PÚBLICA,INGENIERIA EN COMPUTACION Y REDES,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,JIPIJAPA,VIGENTE,"Ciencias Naturales, Matemáticas y Estadística",True,JIPIJAPA,MANABI
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,CIENCIAS DE LA EDUCACION CON MENCION EN EDUCACION BASICA,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,Educación,True,QUITO,PICHINCHA
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA HIDRAULICA,"INGENIERIA, INDUSTRIA Y CONSTRUCCION",TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,CHONE,VIGENTE,"Ingeniería, Industria y Construcción",True,CHONE,MANABI
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,PSICOLOGIA CLINICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,TUNGURAHUA,AMBATO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,AMBATO,TUNGURAHUA
UNIVERSIDAD CATOLICA DE CUENCA,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA AGRONOMICA,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,"Agricultura, Silvicultura, Pesca y Veterinaria",True,CUENCA,AZUAY
UNIVERSIDAD CATOLICA DE CUENCA,UNIVERSIDAD,PARTICULAR COFINANCIADA,CIENCIAS DE LA EDUCACION MENCION CULTURA FISICA,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,Educación,True,CUENCA,AZUAY
UNIVERSIDAD CATOLICA DE CUENCA,UNIVERSIDAD,PARTICULAR COFINANCIADA,COMUNICACION SOCIAL,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,CAÑAR,AZOGUES,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,AZOGUES,CANAR
UNIVERSIDAD CATOLICA DE CUENCA,UNIVERSIDAD,PARTICULAR COFINANCIADA,EMPRESAS,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,CAÑAR,CAÑAR,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,CANAR,CANAR
UNIVERSIDAD CATOLICA DE CUENCA,UNIVERSIDAD,PARTICULAR COFINANCIADA,EMPRESAS,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,CAÑAR,AZOGUES,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,AZOGUES,CANAR
UNIVERSIDAD CATOLICA DE CUENCA,UNIVERSIDAD,PARTICULAR COFINANCIADA,EMPRESAS,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,CAÑAR,LA TRONCAL,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,LA TRONCAL,CANAR
UNIVERSIDAD CATOLICA DE CUENCA,UNIVERSIDAD,PARTICULAR COFINANCIADA,CONTABILIDAD,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,CUENCA,AZUAY
UNIVERSIDAD DEL AZUAY,UNIVERSIDAD,PARTICULAR COFINANCIADA,CONTABILIDAD SUPERIOR,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,CUENCA,AZUAY
UNIVERSIDAD DEL AZUAY,UNIVERSIDAD,PARTICULAR COFINANCIADA,PSICOLOGIA CLINICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,CUENCA,AZUAY
UNIVERSIDAD DEL AZUAY,UNIVERSIDAD,PARTICULAR COFINANCIADA,PSICOLOGIA EDUCATIVA TERAPEUTICA,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,CUENCA,AZUAY
UNIVERSIDAD DEL AZUAY,UNIVERSIDAD,PARTICULAR COFINANCIADA,PSICOLOGIA ORGANIZACIONAL,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,CUENCA,AZUAY
UNIVERSIDAD DEL AZUAY,UNIVERSIDAD,PARTICULAR COFINANCIADA,EDUCACION BASICA Y ESPECIAL,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,Educación,True,CUENCA,AZUAY
UNIVERSIDAD DEL AZUAY,UNIVERSIDAD,PARTICULAR COFINANCIADA,TURISMO,SERVICIOS,TERCER NIVEL O PREGRADO,PRESENCIAL,AZUAY,CUENCA,VIGENTE,Servicios,True,CUENCA,AZUAY
UNIVERSIDAD PARTICULAR DE ESPECIALIDADES ESPIRITU SANTO,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,CIENCIAS GASTRONOMICAS,SERVICIOS,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,SAMBORONDON,VIGENTE,Servicios,True,SAMBORONDON,GUAYAS
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,ADMINISTRACION DE EMPRESAS TURISTICAS Y HOTELERAS,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,QUITO,PICHINCHA
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,ARQUITECTURA INTERIOR,"INGENIERIA, INDUSTRIA Y CONSTRUCCION",TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Ingeniería, Industria y Construcción",True,QUITO,PICHINCHA
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,EDUCACION INICIAL BILINGUE CON MENCION EN GESTION Y ADMINISTRACION DE CENTROS INFANTILES,EDUCACION,TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,Educación,True,QUITO,PICHINCHA
UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,ADMINISTRACION DE EMPRESAS TURISTICAS,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,QUITO,PICHINCHA
UNIVERSIDAD INTERNACIONAL DEL ECUADOR,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,GESTION DE RIESGOS Y EMERGENCIAS,"CIENCIAS SOCIALES, EDUCACION COMERCIAL Y DERECHO",TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,VIGENTE,"Ciencias Sociales, Periodismo e Información",True,QUITO,PICHINCHA
UNIVERSIDAD REGIONAL AUTONOMA DE LOS ANDES,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,EMPRESAS TURISTICAS Y HOTELERAS,SERVICIOS,TERCER NIVEL O PREGRADO,SEMIPRESENCIAL,IMBABURA,IBARRA,VIGENTE,Servicios,True,IBARRA,IMBABURA
UNIVERSIDAD REGIONAL AUTONOMA DE LOS ANDES,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,CIENCIAS DE LA EDUCACION,EDUCACION,TERCER NIVEL O PREGRADO,DISTANCIA,TUNGURAHUA,AMBATO,VIGENTE,Educación,True,AMBATO,TUNGURAHUA
UNIVERSIDAD DEL PACIFICO ESCUELA DE NEGOCIOS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,INGENIERIA EN INFORMATICA,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,VIGENTE,"Ciencias Naturales, Matemáticas y Estadística",True,GUAYAQUIL,GUAYAS
